"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Sdr16c6",13.39792034,5.036597106,1.432681522,3.515503642,0.000438921,0.00700861
"Ccdc60",91.23213666,-0.869732907,0.247522896,-3.513747294,0.000441833,0.007048982
"Nectin4",563.3567473,0.780220018,0.222106322,3.512822189,0.000443374,0.007067429
"Parp14",743.3188822,0.492461145,0.140232336,3.511751691,0.000445164,0.007089802
"Mapk8ip2",16.52960199,-2.024301478,0.576798453,-3.509547341,0.00044887,0.007142636
"Elk3",856.3538066,0.611544015,0.174358318,3.507397995,0.000452512,0.007191316
"Riox2",545.9572308,0.488501016,0.139284792,3.507209999,0.000452832,0.007191316
"Gm17690",92.98054769,-0.974948919,0.277996879,-3.507049878,0.000453104,0.007191316
"Aurkb",26.39667091,1.449485769,0.413389997,3.50633973,0.000454315,0.007201704
"Dsc2",714.457359,0.992530944,0.283078323,3.506206109,0.000454543,0.007201704
"Thbs1",7184.448342,1.088129834,0.310433408,3.505195659,0.000456272,0.007222862
"Mamdc2",220.6706504,1.396040783,0.398315889,3.504858387,0.00045685,0.007225789
"Sptssb",98.75165739,5.765656068,1.645415534,3.504072952,0.0004582,0.007240898
"Abcd2",697.1616414,-1.321255788,0.377367519,-3.501244068,0.000463092,0.007311909
"Ctla2a",200.8991557,0.686918912,0.196230192,3.500577087,0.000464252,0.007323933
"Adcy7",524.8402659,0.537089073,0.153482306,3.499354987,0.000466385,0.007351272
"Samd4",812.6647203,-1.000213276,0.285985937,-3.497421197,0.000469779,0.00739838
"9530053A07Rik",26.35285825,2.465854284,0.705095068,3.497194062,0.00047018,0.00739838
"Ghr",1387.565119,-0.852615979,0.243887439,-3.495940515,0.000472394,0.007426859
"Inf2",1261.120163,0.963517092,0.275701983,3.494777523,0.000474457,0.007452913
"Vps13d",1559.669484,-0.512428285,0.146733174,-3.492245614,0.000478978,0.007492618
"Slc15a2",618.3697478,1.20102908,0.34389795,3.492399644,0.000478701,0.007492618
"Gna15",55.57312491,1.441243216,0.412701238,3.492219269,0.000479025,0.007492618
"Tap1",566.9510201,0.505608809,0.144762508,3.492677874,0.000478203,0.007492618
"Zfyve26",1137.270727,-0.526373031,0.150703213,-3.492779085,0.000478022,0.007492618
"Rad54l",54.03225778,0.991800037,0.284025972,3.491934305,0.000479536,0.007494232
"Nlrp10",64.4568353,3.102027679,0.888467312,3.491437035,0.00048043,0.007501812
"Tob1",1686.28591,-0.747245132,0.214321173,-3.486567007,0.000489263,0.007633248
"Foxm1",67.62945793,1.190291756,0.341534435,3.485129561,0.000491899,0.007649126
"Rps23",3804.520021,0.478291979,0.137224569,3.485468985,0.000491275,0.007649126
"Fcer1g",350.4463262,0.887738385,0.254693153,3.485521199,0.000491179,0.007649126
"Pira2",48.69508344,1.336894792,0.383602608,3.485103502,0.000491947,0.007649126
"Klhdc7a",920.3305114,-0.619693916,0.177844908,-3.484462509,0.000493127,0.007660984
"Lamp2",7648.838228,0.471582845,0.135383598,3.483308547,0.000495257,0.007687581
"Entpd1",685.0720622,0.608623801,0.174758739,3.482651596,0.000496474,0.007693462
"Cfl1",6099.218829,0.515552375,0.148025102,3.482871278,0.000496067,0.007693462
"Tmem238",305.6593625,0.643094677,0.184731779,3.481234684,0.000499108,0.007727757
"Mall",486.5963045,0.77815973,0.223559356,3.480774602,0.000499966,0.00772801
"B2m",11963.74962,0.517180961,0.148578696,3.480855435,0.000499815,0.00772801
"Slc2a6",159.1048624,-0.812145499,0.233436021,-3.479092449,0.000503115,0.007770143
"Smoc2",5757.525538,-0.763048188,0.219413009,-3.477679798,0.000505774,0.007795128
"4933402E13Rik",11.39426545,2.330078494,0.670033238,3.477556578,0.000506006,0.007795128
"Ms4a6c",183.4115589,1.01497968,0.291862196,3.477598991,0.000505926,0.007795128
"Eps8l1",699.3716494,0.764461418,0.219860242,3.47703346,0.000506995,0.007803806
"Fmo1",810.5463589,-0.809156998,0.232745274,-3.476577572,0.000507857,0.007805907
"Trim32",828.1596309,0.76621126,0.220396544,3.476512146,0.000507981,0.007805907
"Pcdhga1",121.9001736,-1.094717189,0.314977784,-3.475537787,0.00050983,0.007827769
"Peg3",1145.220848,-0.779527222,0.224437544,-3.473247865,0.0005142,0.00788827
"S100a8",26.55394226,2.799006034,0.807835455,3.464821973,0.000530583,0.008126143
"Krt6a",52.23493867,5.126144245,1.479484577,3.46481763,0.000530591,0.008126143
"Fcgr4",29.34859049,1.370502522,0.395634581,3.464061504,0.000532085,0.008135449
"Cebpd",521.1516305,1.119991959,0.323296785,3.464284241,0.000531644,0.008135449
"Spon1",3180.005469,1.174575269,0.339099033,3.463811906,0.000532579,0.008136226
"Slc30a4",1132.112119,0.489123004,0.141367359,3.45994299,0.00054029,0.008247166
"Dip2b",792.166227,0.515735683,0.149070919,3.459666625,0.000540845,0.008248778
"Osmr",554.1800272,0.837753963,0.242314278,3.457303336,0.00054561,0.008314558
"Chl1",142.5965161,2.265837755,0.655496812,3.456672428,0.000546889,0.008327136
"Lair1",171.8650256,0.986009528,0.285376536,3.455117724,0.000550053,0.008368364
"Ccdc153",38.27526844,-3.818902977,1.106032181,-3.452795537,0.000554809,0.008433745
"Otulinl",168.0397657,1.077518842,0.31218606,3.451527726,0.000557422,0.008466459
"Aldh3a1",1304.018229,4.864182009,1.409448126,3.451125246,0.000558254,0.008472088
"Gpr68",63.33522181,1.211887308,0.35145115,3.448238274,0.000564256,0.008556097
"Jpt1",1287.477397,0.603824606,0.175141627,3.447636161,0.000565515,0.008566681
"Gpr137b",1477.178537,0.898480174,0.260633971,3.447287283,0.000566246,0.008566681
"Kcnj3",34.41734718,-1.780949245,0.516650222,-3.447108253,0.000566621,0.008566681
"Cdk5r2",7.963972316,-3.176034442,0.921387277,-3.447013564,0.00056682,0.008566681
"Gdap1",140.6920519,-1.709181978,0.496033213,-3.445700679,0.000569581,0.008601327
"Lpcat4",151.9817123,1.021426217,0.296505548,3.444880619,0.000571312,0.008620375
"Tspan14",877.8670212,0.48602367,0.141110354,3.444280702,0.000572581,0.008632433
"Sema3f",1174.749367,0.760990189,0.221255066,3.439424929,0.000582951,0.008781573
"Wdr66",51.26339948,-1.845910699,0.536804212,-3.438703827,0.000584506,0.008797778
"Il18bp",132.4463468,0.829299244,0.241238764,3.437669923,0.000586742,0.008824203
"Lcp2",146.0092336,0.816449899,0.237669332,3.43523454,0.000592041,0.008896606
"Mlxipl",824.315709,-1.402312209,0.408522525,-3.432643547,0.000597727,0.008974708
"Vstm2b",132.973944,-1.535307387,0.447491808,-3.430917302,0.000601544,0.009024634
"Nt5e",893.8437645,-0.578305961,0.168580875,-3.430436349,0.000602611,0.009033267
"Gk5",248.2131979,1.123569906,0.327698452,3.428670168,0.000606546,0.009084835
"Agpat2",1647.618833,-0.847098846,0.247132333,-3.427713544,0.000608687,0.009104225
"Sash3",118.3698982,0.837606745,0.244367721,3.427648883,0.000608832,0.009104225
"Gimap3",116.9328111,0.856592266,0.249967441,3.426815355,0.000610704,0.009124785
"Rev3l",1061.369071,-0.454434748,0.13262864,-3.426369671,0.000611707,0.009130064
"Rps6",6384.150875,0.4253665,0.12415276,3.426154197,0.000612193,0.009130064
"Serpina3j",8.225169415,-2.808338631,0.819714473,-3.425996152,0.000612549,0.009130064
"Nceh1",2901.358956,0.466036959,0.136041763,3.425690384,0.000613239,0.00913212
"Inppl1",3208.386041,-0.510698317,0.149087478,-3.425494365,0.000613682,0.00913212
"Acadsb",2094.986288,-0.430906692,0.125935957,-3.421633512,0.000622462,0.0092407
"Alkbh2",90.13040554,0.733922134,0.214495387,3.421621998,0.000622488,0.0092407
"Fam220a",63.36997867,-1.55039061,0.45306006,-3.422042123,0.000621527,0.0092407
"Slc22a19",91.70279824,1.88107222,0.549804485,3.421347538,0.000623117,0.009242559
"Tuba1a",3904.939177,0.534738009,0.156352817,3.420072755,0.000626044,0.009271003
"Lce3e",182.3011747,10.34525324,3.024856836,3.420080287,0.000626027,0.009271003
"Cand2",880.5683068,-1.066068066,0.311730062,-3.419843631,0.000626571,0.009271338
"Pbx1",2004.622568,0.608709252,0.178220811,3.415477954,0.000636702,0.009413652
"Ankrd24",832.6834305,-0.611076211,0.178967294,-3.41445746,0.000639092,0.009433795
"Plac9a",36.50187473,1.338660017,0.392040932,3.414592478,0.000638775,0.009433795
"Plce1",445.1313701,0.945131068,0.276855121,3.413811043,0.00064061,0.009441027
"Hrnr",179.5812827,10.32642021,3.024751642,3.413972926,0.000640229,0.009441027
"Ch25h",38.32461027,1.340001153,0.392672372,3.412517023,0.000643659,0.009478357
"Nuf2",24.59121669,1.339779324,0.392751868,3.411261494,0.00064663,0.009514483
"Slc6a20a",143.0015235,-1.707760449,0.500680089,-3.410881493,0.000647532,0.009520124
"Fgd3",161.6595317,0.764380283,0.22419621,3.409425532,0.000650998,0.009563428
"Trex2",85.56723586,6.918904445,2.030638874,3.407254994,0.000656198,0.009632104
"Rab11fip4",905.5276323,-0.79644858,0.23379114,-3.406667079,0.000657613,0.009645164
"Serping1",3400.664239,0.549043019,0.161230141,3.405337334,0.000660824,0.009669088
"Acer2",363.2754829,0.833135716,0.244639152,3.405569832,0.000660261,0.009669088
"Arhgdig",308.9388347,0.597295511,0.175390178,3.405524282,0.000660371,0.009669088
"Oprl1",7.077180101,-3.65383138,1.073102513,-3.404922957,0.000661827,0.009676062
"Areg",138.7834992,2.062495227,0.605846111,3.40432197,0.000663285,0.009689663
"Btk",70.46820146,0.986492947,0.290044601,3.401176733,0.000670964,0.009794053
"Lce3b",174.4596028,10.28188132,3.024876216,3.399108122,0.00067606,0.009860593
"Mcm6",575.1373583,0.467094217,0.137475352,3.397657901,0.000679654,0.009905141
"Trim59",42.89263338,1.14569824,0.337274881,3.39692727,0.000681471,0.009923749
"Efna4",131.1980151,0.80085524,0.235796487,3.39638325,0.000682827,0.00992775
"Panx2",18.46986154,-2.067119799,0.608592301,-3.396559232,0.000682388,0.00992775
"Fam183b",9.988923303,-3.481512413,1.025155075,-3.396083674,0.000683575,0.00993076
"Lce3a",173.0568025,10.27024265,3.024881778,3.395254229,0.000685649,0.00994516
"Entpd4",1690.57632,-0.708951184,0.208805827,-3.39526532,0.000685621,0.00994516
"Nectin1",159.2669998,1.026368401,0.302393639,3.394146799,0.000688428,0.009977584
"Cxcl12",3335.611746,-0.777966507,0.229247966,-3.393559042,0.000689907,0.009991135
"Nr4a1",980.7050691,-1.133530347,0.334291801,-3.390841006,0.000696785,0.01006255
"Itgal",220.6397208,0.62037686,0.182961833,3.390744664,0.00069703,0.01006255
"Tor4a",795.7168535,0.389671098,0.114916589,3.390903795,0.000696625,0.01006255
"Psme2",1149.368361,0.555388397,0.16378234,3.391015162,0.000696342,0.01006255
"Cdcp1",766.9944981,0.701572824,0.206929033,3.390403052,0.000697899,0.010067184
"Hoxb7",34.89224386,1.69810366,0.501013069,3.389340047,0.000700611,0.010098363
"Rps7",5222.307401,0.445378559,0.131467286,3.387751996,0.00070468,0.010149043
"Tm4sf19",6.283978681,2.913223055,0.860072041,3.38718493,0.000706138,0.010162074
"Elovl1",1101.709029,0.702596168,0.207446825,3.386873565,0.00070694,0.010165647
"9130015G15Rik",7.303379259,-5.181885365,1.530331053,-3.386120509,0.000708882,0.010185609
"Rasgrp1",115.199577,0.988477109,0.292006309,3.385122443,0.000711465,0.010214725
"Il27ra",54.53182296,1.106662559,0.326954444,3.384760721,0.000712403,0.010215811
"Paqr4",602.1324214,0.677954381,0.200311786,3.384495716,0.000713091,0.010215811
"Plp1",182.435083,-0.73703308,0.217770406,-3.384450141,0.00071321,0.010215811
"Adgrl1",974.9245384,-0.884743287,0.261584882,-3.382241663,0.000718969,0.010290274
"Emc10",1590.562659,0.62407924,0.184681853,3.379212572,0.000726938,0.010396229
"Evpl",960.4250074,1.328726021,0.393486033,3.376806063,0.000733327,0.010479448
"Card9",101.1672911,0.821869389,0.243464928,3.375719839,0.000736228,0.010512724
"Dsp",4387.569647,0.820752236,0.243254138,3.37405251,0.000740702,0.01056839
"Ptbp3",2207.605116,0.690464854,0.204705394,3.372968538,0.000743624,0.010601845
"Gpr4",233.7328329,0.647486159,0.192081485,3.37089314,0.000749249,0.010673749
"Ifnar2",1175.390068,0.444412751,0.131885013,3.369698662,0.000752504,0.010703513
"Ptgr2",1736.184229,-0.679441994,0.20162806,-3.369778966,0.000752285,0.010703513
"Zfas1",270.1361033,0.565640748,0.167919748,3.368518333,0.000755734,0.010741129
"Atp7b",16.85976325,-3.084593909,0.916227399,-3.366624829,0.000760941,0.010798428
"Hcn2",288.5154579,0.766588022,0.227696988,3.366702518,0.000760727,0.010798428
"Clic3",1317.635153,0.757659116,0.225077689,3.366211552,0.000762082,0.01080264
"Stard4",209.7945497,0.768148903,0.228202041,3.366091298,0.000762415,0.01080264
"Evi5l",700.7082964,-0.547158038,0.162658102,-3.363853571,0.000768623,0.01088221
"Plvap",2678.817514,0.690496976,0.205348038,3.362569142,0.000772208,0.01092454
"Cyp4f18",60.50795781,1.293977887,0.384875192,3.362071426,0.000773601,0.010927413
"Stx19",23.74745798,2.101106333,0.624907848,3.362265876,0.000773057,0.010927413
"Cacna2d2",331.4145069,-0.849047006,0.25256824,-3.361653884,0.000774772,0.010935537
"Zik1",124.1363105,0.857607873,0.25513247,3.361421902,0.000775423,0.01093632
"Casc4",778.3116244,-0.785415385,0.23374629,-3.360119155,0.000779089,0.010979589
"Perp",1741.970155,1.128889836,0.336130078,3.358490981,0.000783693,0.011036005
"Zfp979",61.00150553,-1.109951787,0.330529286,-3.358104213,0.00078479,0.01104299
"Hint1",2485.428572,0.518301259,0.15438846,3.35712435,0.000787577,0.011068904
"Tmem179",27.51263334,-1.794492444,0.534547173,-3.357032896,0.000787837,0.011068904
"Ubr3",2913.264819,-0.544703242,0.162310859,-3.355926065,0.000790997,0.011104801
"Hmmr",33.48460309,1.749157373,0.521308759,3.355319363,0.000792734,0.011120685
"Slc24a2",145.778974,-1.126324518,0.335958551,-3.352569874,0.00080065,0.011221403
"Gm8126",28.33492016,-1.914269605,0.571014336,-3.352402004,0.000801136,0.011221403
"Matk",65.6342968,0.98918414,0.295182501,3.351093434,0.000804931,0.011265972
"Rpl19",6838.856999,0.460906703,0.137582251,3.350044794,0.000807985,0.011300097
"Fkbp4",4386.353363,0.396860571,0.118494299,3.349195483,0.000810466,0.011322452
"Vkorc1",588.4568076,0.583832312,0.174326403,3.349075649,0.000810817,0.011322452
"Sec14l4",87.90250744,-1.441001722,0.430329197,-3.348603189,0.0008122,0.011333157
"Arpc3",2392.111968,0.467347058,0.139575966,3.348334742,0.000812988,0.011335527
"Tmem45a2",37.13964629,5.947690857,1.777430062,3.346230597,0.000819182,0.011413237
"Kcnj16",2462.415418,-0.729332596,0.218057108,-3.344686186,0.000823757,0.011468274
"Adhfe1",364.0293546,-1.17267759,0.350700702,-3.343813066,0.000826354,0.011495711
"Actr2",3596.348563,0.454257427,0.13590299,3.342512381,0.000830237,0.011540979
"Cd300a",112.5040122,0.882706838,0.264157349,3.341594854,0.000832985,0.011570433
"Plxna2",1278.162762,0.789023887,0.236144746,3.341272249,0.000833954,0.011575131
"Usp28",561.4669212,-0.742821132,0.222456587,-3.339173468,0.000840281,0.011654135
"Itga2",45.85920395,1.24391683,0.372704971,3.337537536,0.000845243,0.011714112
"Psme1",1643.483193,0.423533061,0.126910316,3.337262669,0.000846079,0.011716861
"Prox1",73.05557981,-0.967496885,0.290052835,-3.335588441,0.000851191,0.011772159
"Ckap2",45.19107959,1.362197519,0.40838953,3.335534875,0.000851355,0.011772159
"Dgat1",568.533597,-0.486727816,0.146070225,-3.332149433,0.00086178,0.011907344
"C2",199.0271009,0.813419853,0.244167087,3.331406636,0.000864083,0.01193019
"Atad2",164.2047234,0.698068785,0.209601955,3.330449785,0.000867058,0.011962274
"Aox4",50.76815694,5.839594824,1.7535747,3.330108962,0.00086812,0.011967934
"Eef1b2",3688.986307,0.482405618,0.14487212,3.329872015,0.000868859,0.011969137
"Prdx4",656.4226251,0.64844902,0.194773804,3.329241444,0.000870829,0.011978299
"Actb",23573.07687,0.537672988,0.16149919,3.329261205,0.000870767,0.011978299
"Fmn2",360.2436595,-0.753148044,0.22626221,-3.328651499,0.000872675,0.011994713
"Adh6a",6.868452668,5.816957618,1.747705808,3.328339124,0.000873654,0.01199919
"Tpcn1",1563.596971,-0.519090536,0.155971022,-3.328121647,0.000874337,0.011999586
"Slc14a2",1380.423289,0.708456912,0.212898428,3.327675636,0.000875738,0.012004552
"2810013P06Rik",405.9985753,-0.476639467,0.14323863,-3.327590247,0.000876006,0.012004552
"Fgf12",42.53685237,-1.778233355,0.534457383,-3.327175206,0.000877312,0.012013482
"Dock2",311.5591551,0.658499778,0.197998415,3.325783075,0.000881705,0.012064644
"Pmm1",709.0025803,0.509771934,0.153310687,3.325090661,0.000883898,0.012085642
"Tfap2a",68.64632907,1.180001398,0.354950317,3.32441286,0.000886049,0.012097042
"Sprr2a2",373.7975527,5.176606614,1.557090523,3.324538001,0.000885652,0.012097042
"Dnah6",31.83547466,-3.407192229,1.025278615,-3.323186672,0.000889953,0.012135075
"Fam181a",7.897244418,3.658629806,1.100961302,3.323122983,0.000890157,0.012135075
"Apaf1",244.4497472,0.683505538,0.205770816,3.321683566,0.000894761,0.012179761
"4930447C04Rik",15.1490838,-1.680844913,0.505999906,-3.321828509,0.000894296,0.012179761
"Hoxb2",224.613421,0.775590133,0.233521999,3.32127224,0.000896081,0.012188691
"Lmo3",10.54352488,4.124114891,1.24203533,3.320448937,0.000898728,0.012215649
"Cdca7",652.1024375,0.841069348,0.253336266,3.319972144,0.000900264,0.01222748
"Rffl",706.1885078,-0.525365482,0.158331411,-3.318138078,0.000906197,0.012298959
"Dpp4",897.5587551,0.64561683,0.194641365,3.316955923,0.00091004,0.012341994
"Xylb",704.3236713,-0.766348475,0.231158671,-3.315248669,0.000915616,0.01240846
"Gdf3",18.79725195,2.26636837,0.683683601,3.314937446,0.000916636,0.012413122
"Nradd",115.5915513,0.71999347,0.217257178,3.314014654,0.000919667,0.012444984
"F11r",2546.913764,0.496827387,0.149929753,3.313734453,0.000920589,0.012448287
"Auh",597.1939858,-0.573969527,0.173354513,-3.310958082,0.000929771,0.012563202
"Rims1",12.22815279,1.887020882,0.569995734,3.310587727,0.000931003,0.012570589
"Pxdn",1593.853526,0.458976267,0.138661952,3.310037535,0.000932835,0.012586071
"Aldh6a1",2284.128748,-0.637214203,0.192563826,-3.309106477,0.000935942,0.012618729
"Ly6m",31.01720136,3.357479839,1.01495467,3.308009646,0.000939616,0.012658961
"Vopp1",487.910741,0.921090922,0.278472775,3.307651607,0.000940818,0.012665862
"Rpl15",4468.984941,0.601091702,0.181751039,3.307225669,0.00094225,0.012668941
"Prob1",1885.342786,-0.426292528,0.128899369,-3.307173127,0.000942426,0.012668941
"Cenpi",23.85571156,1.76232094,0.533078576,3.305930905,0.000946614,0.012706636
"Rpl31",3013.555949,0.47981951,0.145132998,3.306067658,0.000946152,0.012706636
"Arhgap9",128.2672762,0.903546606,0.273373688,3.305170339,0.000949187,0.012731862
"Mmp16",77.65222126,-1.132711039,0.342753625,-3.30473832,0.000950651,0.012742195
"Lrrn3",31.79165581,-1.680034356,0.509048034,-3.300345438,0.000965659,0.012927657
"Klhl23",431.6851702,-1.01908326,0.308787229,-3.300276583,0.000965896,0.012927657
"Best3",71.984158,-1.86587232,0.565509963,-3.299450835,0.000968742,0.012956306
"Mmab",469.0039473,-0.616123961,0.186793551,-3.298422019,0.000972299,0.012994413
"Prcp",551.1544285,0.479861236,0.145495021,3.298128225,0.000973317,0.012998557
"Vmn2r97",12.61415373,2.070983571,0.627981691,3.297840688,0.000974314,0.013002418
"Pptc7",1528.87003,-0.555987734,0.168700669,-3.295705572,0.000981748,0.013082618
"Ces1b",29.05044211,3.725994882,1.130529723,3.295795595,0.000981434,0.013082618
"Gadd45a",427.8173294,-0.73300727,0.222463894,-3.294949375,0.000984394,0.013108361
"Ceacam10",59.06644629,-1.326423062,0.402702492,-3.293803956,0.000988414,0.013152354
"Slc26a9",55.19530194,2.419198074,0.734621638,3.293121177,0.000990818,0.013174789
"Cstb",1133.947441,0.544313074,0.16532529,3.292376351,0.000993446,0.013200176
"Acp5",509.4660143,0.843122138,0.256195213,3.290936347,0.000998545,0.013258339
"Pdp2",443.5706291,-0.590964527,0.179606098,-3.290336643,0.001000676,0.013277031
"Syce1",92.49394331,-5.241480424,1.593216703,-3.28987288,0.001002327,0.01328933
"Pcdh1",1057.448108,0.715785892,0.217603693,3.289401397,0.001004007,0.013292419
"Gm43719",14.60911971,1.862818229,0.566301921,3.289443601,0.001003857,0.013292419
"Azgp1",43.84822,-4.623653202,1.405953717,-3.288624046,0.001006784,0.01330999
"Nrbp2",3497.437762,0.583237919,0.17734217,3.288771751,0.001006256,0.01330999
"Tspan12",1225.750262,-0.408843469,0.124404177,-3.28641272,0.001014722,0.013405283
"Eif6",816.5865645,0.678682303,0.20658951,3.285173105,0.001019197,0.013445058
"P2ry1",172.6514478,-0.701533768,0.213542357,-3.285220681,0.001019025,0.013445058
"Gtse1",28.12406962,1.302856864,0.396614324,3.284946576,0.001020017,0.013446213
"Bop1",692.3213699,0.432985562,0.131826056,3.284521847,0.001021556,0.013456836
"Tmem176a",2380.027082,0.463805185,0.141227368,3.284102735,0.001023076,0.013467203
"Amz1",90.26971561,0.876844861,0.267102575,3.282801981,0.001027808,0.013519803
"R3hdm2",2185.071299,-0.312958618,0.095358124,-3.281929274,0.001030995,0.013552007
"Sbk1",834.4889027,-0.645410092,0.196682272,-3.281485849,0.001032617,0.013563624
"Cnnm4",313.5936454,-0.752427374,0.229392511,-3.280086912,0.001037751,0.013611589
"Thbd",876.7781918,0.437291726,0.133311798,3.280217738,0.00103727,0.013611589
"Lpin1",1806.062171,-1.128950158,0.344369212,-3.278313269,0.001044294,0.013674452
"Gde1",3170.620783,0.343315907,0.104720823,3.278392002,0.001044003,0.013674452
"AC133103.1",10.96326871,2.896840662,0.883674783,3.27817509,0.001044806,0.013674452
"Gm3696",15.86230629,2.1719397,0.662584496,3.277981471,0.001045523,0.013674452
"Obsl1",462.5034839,-1.115434832,0.340673295,-3.274206841,0.00105959,0.01384858
"Orai2",862.614633,-0.685269058,0.209402768,-3.27249284,0.001066036,0.013922912
"Shisa2",1279.329511,-0.731262026,0.223538223,-3.271306423,0.001070518,0.013961599
"Ext1",923.0706315,0.364555183,0.111438266,3.271364473,0.001070299,0.013961599
"Fbxo6",655.5154978,0.545705044,0.166836199,3.270903117,0.001072046,0.013971601
"Hadhb",4997.615806,-0.805011211,0.246144521,-3.27048194,0.001073644,0.0139825
"Tnk2",1888.778237,-0.392274347,0.120054234,-3.267476156,0.00108511,0.014118245
"Acadl",4240.180231,-0.65556541,0.200653803,-3.267146701,0.001086374,0.014118245
"Prima1",12.92678432,-1.97140262,0.603384656,-3.267240227,0.001086015,0.014118245
"Gm94",151.3762396,9.878427853,3.024877312,3.265728436,0.001091829,0.014179106
"Ephb2",166.323908,-0.884203429,0.270984277,-3.262932593,0.001102657,0.01430961
"Bax",724.1053021,0.657042581,0.201378981,3.262716775,0.001103497,0.014310398
"Cxcl13",446.8227247,-1.109656859,0.340153727,-3.26222167,0.001105427,0.0143253
"Mmp8",11.70892701,3.101792508,0.95122331,3.260845773,0.001110804,0.014364578
"Npas3",11.99270827,-3.046764834,0.934328363,-3.260914422,0.001110536,0.014364578
"Aspm",38.17741636,1.562702223,0.479187288,3.261151251,0.001109608,0.014364578
"Nacc2",1394.967561,-0.536700233,0.164641996,-3.25980155,0.001114902,0.01440742
"Zfhx4",119.1392058,-1.101743296,0.338019806,-3.259404552,0.001116463,0.014417453
"E230016K23Rik",13.18390805,1.93192435,0.592792984,3.259020269,0.001117977,0.01442685
"Grhl1",531.6932935,0.984560232,0.302196897,3.258009076,0.001121968,0.014458036
"Pik3cb",457.3346531,0.6406181,0.196627544,3.258028281,0.001121892,0.014458036
"Vim",5092.746877,0.630568304,0.193586222,3.257299501,0.001124777,0.014484066
"Jph3",5.977456725,-2.389322891,0.733709125,-3.256498809,0.001127954,0.014512071
"Ctsc",2285.721217,0.388386062,0.119270247,3.256353313,0.001128532,0.014512071
"Ino80b",275.893408,0.648122758,0.199119901,3.254937123,0.001134175,0.014574423
"Pmp2",15.79112461,1.939488895,0.595989936,3.254230947,0.001136998,0.014600486
"Lcor",119.1904413,0.989654354,0.304483185,3.250275887,0.001152931,0.014759797
"Cwh43",19.76885878,3.274410149,1.007279821,3.250745305,0.001151029,0.014759797
"Ccpg1",2839.849796,-0.383328243,0.11792951,-3.250486187,0.001152079,0.014759797
"Cecr2",289.6963876,-0.682066945,0.209819581,-3.25073066,0.001151089,0.014759797
"Rtl4",5.820809464,-3.178628986,0.977993186,-3.250154531,0.001153423,0.014759797
"Rcc2",1257.642145,0.456031118,0.140374445,3.24867619,0.001159434,0.014826381
"Degs1",1290.095802,0.55064786,0.169523448,3.248210589,0.001161333,0.01484033
"Krt7",5026.701592,0.781401577,0.240640861,3.247169134,0.001165591,0.014884386
"Sulf2",3994.022257,0.481750183,0.148462049,3.244938253,0.001174761,0.014931282
"Rtn1",571.6266945,-0.696234964,0.214525691,-3.245461932,0.001172602,0.014931282
"Jph4",21.41354805,-1.781490671,0.54896435,-3.245184629,0.001173745,0.014931282
"Ina",6.007619032,-2.853169592,0.879037999,-3.24578641,0.001171267,0.014931282
"Fbxo41",14.6186972,-1.731213584,0.53347371,-3.245171322,0.0011738,0.014931282
"Gas2l3",57.46049495,1.098204805,0.338441184,3.244891159,0.001174955,0.014931282
"CAAA01147332.1",46.3094596,1.118966956,0.344762347,3.245618223,0.001171959,0.014931282
"Sirpb1c",28.11303893,3.017559033,0.930031827,3.244576095,0.001176256,0.014937473
"Ccna2",90.46228104,1.090407482,0.336104275,3.244253538,0.001177589,0.014944065
"Sptb",1529.069227,-1.221309783,0.376517189,-3.243702596,0.001179869,0.014962658
"Gas2l1",755.7586577,0.547449013,0.168801031,3.243161556,0.001182112,0.014980756
"Acrbp",102.8591511,-0.749813883,0.231250744,-3.242427981,0.001185159,0.015009017
"Il1f8",34.52208118,7.945669485,2.45116562,3.241588174,0.001188657,0.015042936
"Scube3",369.0861929,0.888587976,0.274167672,3.241038485,0.001190951,0.015061594
"Bbs4",322.2942483,-0.48081414,0.148365005,-3.240751683,0.00119215,0.015066378
"Rhobtb3",546.1530046,-0.490453831,0.151425335,-3.238915285,0.001199852,0.01515329
"Zfpm2",61.68553803,-1.008265271,0.311571604,-3.236062775,0.001211907,0.015284515
"Gm16042",88.42199859,-0.77361042,0.239050743,-3.236176596,0.001211424,0.015284515
"Arpc4",1231.31858,0.548874719,0.169675194,3.234855411,0.001217043,0.015338757
"Abca5",387.5843199,-0.475112083,0.146955705,-3.233029189,0.00122485,0.01541599
"Rnaseh2c",329.4643335,0.62133143,0.192174185,3.233168033,0.001224255,0.01541599
"Def6",117.7609725,0.601878416,0.186202687,3.232383096,0.001227624,0.015440309
"Rps28",1567.102936,0.452683944,0.140087984,3.231425932,0.001231742,0.01548151
"Mdk",100.3293898,1.048148278,0.324394236,3.231094026,0.001233174,0.015488897
"Sdr16c5",7.176908386,5.097605745,1.577988771,3.230444879,0.001235977,0.015513501
"Ifitm3",1012.743405,0.756570188,0.234221578,3.230147258,0.001237265,0.015519052
"Hmox1",546.6915743,0.846773429,0.26219154,3.22959859,0.001239641,0.015531619
"Hsd17b2",25.08162313,7.194412267,2.227699487,3.229525486,0.001239958,0.015531619
"Aloxe3",104.5551859,3.043217809,0.942383534,3.229277358,0.001241035,0.015534506
"Ralb",902.2730456,0.475652128,0.147369547,3.227614788,0.001248269,0.015582381
